Date,Fitting,True_value,Predicted,Upper_Bound,Lower_Bound
2016-07-10,76.32931059930189,76.41968846142805,,,
2016-07-11,76.0046727570733,76.10260226343165,,,
2016-07-12,76.43425935671168,76.43250791041292,,,
2016-07-13,77.32685322563566,77.20908300776397,,,
2016-07-14,77.9147490106886,77.7690104980945,,,
2016-07-15,78.2397531729192,78.11085142774058,,,
2016-07-16,78.59306132596058,78.46958899794176,,,
2016-07-17,78.93883367282942,78.82017029472009,,,
2016-07-18,79.29107421079549,79.1741311505637,,,
2016-07-19,79.73878865063404,79.61007473395634,,,
2016-07-20,79.72294104795864,79.6506015548801,,,
2016-07-21,79.0631574519153,79.10771641288099,,,
2016-07-22,80.01432841784809,79.90866327210425,,,
2016-07-23,79.7039837002228,79.69083303557565,,,
2016-07-24,79.47157696305254,79.4895344483871,,,
2016-07-25,79.23584914950105,79.27899705287396,,,
2016-07-26,79.67984036597603,79.64390611584996,,,
2016-07-27,80.17021086864848,80.08633209375422,,,
2016-07-28,79.63903860586402,79.66216871069658,,,
2016-07-29,80.82033814392813,80.67019316144878,,,
2016-07-30,80.53227782446659,80.49135120530985,,,
2016-07-31,80.34443929919165,80.33932397541189,,,
2016-08-01,80.14936004695438,80.17388110250458,,,
2016-08-02,80.51943192381981,80.48235867437364,,,
2016-08-03,81.36822933505697,81.23454411115199,,,
2016-08-04,82.50563287667845,82.27535743786878,,,
2016-08-05,83.4900484383935,83.22403920156174,,,
2016-08-06,83.40340835974327,83.26062917042849,,,
2016-08-07,83.39610945678795,83.30970508837744,,,
2016-08-08,83.40462333321855,83.35292855087823,,,
2016-08-09,83.95699763299332,83.85116907744158,,,
2016-08-10,83.3591113863099,83.38036020809847,,,
2016-08-11,82.38201917258509,82.51979981240217,,,
2016-08-12,80.76801064988359,81.05991687977061,,,
2016-08-13,80.60212774271714,80.78908424681751,,,
2016-08-14,80.35287879228454,80.50007855821656,,,
2016-08-15,80.09311540258386,80.21263191944006,,,
2016-08-16,79.4201848467468,79.5805158542513,,,
2016-08-17,78.55379885359567,78.76018701662899,,,
2016-08-18,77.94178465152066,78.14201954382824,,,
2016-08-19,78.28690375190769,78.35772980899732,,,
2016-08-20,78.28407993935372,78.32993824397998,,,
2016-08-21,78.27363818545037,78.30092119164871,,,
2016-08-22,78.27334245487158,78.29018524449484,,,
2016-08-23,77.58596665286039,77.6877756554521,,,
2016-08-24,77.57946395223574,77.63657389676554,,,
2016-08-25,77.23726516263683,77.31893123376571,,,
2016-08-26,75.97243634883763,76.18627913068516,,,
2016-08-27,76.2910674608792,76.36893616719726,,,
2016-08-28,76.5080815688522,76.5304815051735,,,
2016-08-29,76.71713386600833,76.70158237063217,,,
2016-08-30,76.02507425657589,76.1102855959329,,,
2016-08-31,75.62400802195363,75.7231064898908,,,
2016-09-01,75.29498329758906,75.39757572181294,,,
2016-09-02,75.60122767058922,75.61928510005639,,,
2016-09-03,75.38760929369795,75.42990743118695,,,
2016-09-04,75.18958654350875,75.23869279300449,,,
2016-09-05,74.96195397100749,75.02153669553921,,,
2016-09-06,76.84162062159449,76.62092600922213,,,
2016-09-07,76.52865590402105,76.45264239521607,,,
2016-09-08,76.36810858102906,76.33679716279441,,,
2016-09-09,74.76981906012867,74.9666919405545,,,
2016-09-10,75.05007703195727,75.1185380267394,,,
2016-09-11,75.21609479599117,75.24137131764287,,,
2016-09-12,75.40336584580237,75.39141845988985,,,
2016-09-13,73.99802189316269,74.18046527418214,,,
2016-09-14,73.62418963174895,73.77254534853057,,,
2016-09-15,74.65386626963475,74.60583766883371,,,
2016-09-16,75.72245915821253,75.55497856132058,,,
2016-09-17,75.7034807500832,75.61066924366072,,,
2016-09-18,75.74222426591832,75.6796411222915,,,
2016-09-19,75.7831748867558,75.74149113284857,,,
2016-09-20,76.78797667095643,76.6267325657602,,,
2016-09-21,77.8844144610937,77.64558179831015,,,
2016-09-22,78.15654650276473,77.98140201754003,,,
2016-09-23,77.80681400701356,77.7496954508065,,,
2016-09-24,77.73732139191205,77.7103951263511,,,
2016-09-25,77.68779482139185,77.67893614291063,,,
2016-09-26,77.62354993075402,77.6263649799804,,,
2016-09-27,78.1690963489602,78.09700679832362,,,
2016-09-28,78.14774873275631,78.11134868279274,,,
2016-09-29,77.2635070936662,77.35865539396626,,,
2016-09-30,77.1013035130152,77.17462834249947,,,
2016-10-01,77.48625859991085,77.47935070816546,,,
2016-10-02,77.81794066539754,77.77118793999384,,,
2016-10-03,78.15925223124181,78.08659989642017,,,
2016-10-04,76.8057121628583,76.94538715439565,,,
2016-10-05,77.75043024141095,77.69713216545463,,,
2016-10-06,77.82849370559136,77.79661519295053,,,
2016-10-07,77.85553675576233,77.82892679846903,,,
2016-10-08,77.85365231875669,77.83994078420828,,,
2016-10-09,77.85957188818524,77.84977969307451,,,
2016-10-10,77.86085906190628,77.85524667217682,,,
2016-10-11,77.98505840841429,77.96483389971138,,,
2016-10-12,78.21211510142813,78.17034990785487,,,
2016-10-13,78.4369121886084,78.38280989649454,,,
2016-10-14,78.03251834391278,78.05568245164396,,,
2016-10-15,78.02851557420583,78.03977325673281,,,
2016-10-16,78.00869375163705,78.0193644030298,,,
2016-10-17,77.9763250268659,77.98634219043524,,,
2016-10-18,78.54697559366913,78.47608070096153,,,
2016-10-19,79.44523747653496,79.28494071785092,,,
2016-10-20,79.95549932093563,79.79494940274257,,,
2016-10-21,79.43476264202965,79.41092922890803,,,
2016-10-22,79.92338277078217,79.83914949884024,,,
2016-10-23,80.35396359886899,80.25049163851652,,,
2016-10-24,80.79189055833899,80.67159040470702,,,
2016-10-25,80.79716935705262,80.72735088917264,,,
2016-10-26,79.39469905480163,79.53984008495803,,,
2016-10-27,79.24346123846499,79.34140562691151,,,
2016-10-28,77.94503349871441,78.17861609274118,,,
2016-10-29,78.06568922755643,78.1790627426759,,,
2016-10-30,78.09194497202196,78.16090958533827,,,
2016-10-31,78.12629189196437,78.16080720588583,,,
2016-11-01,77.01452010518877,77.18447408655936,,,
2016-11-02,77.22362362427883,77.28917905462902,,,
2016-11-03,77.35090102966272,77.37759242497681,,,
2016-11-04,77.64099896037888,77.61667749822307,,,
2016-11-05,77.82695121427591,77.78982759723439,,,
2016-11-06,78.00559132329832,77.95955642429456,,,
2016-11-07,78.16883405178272,78.12048255364017,,,
2016-11-08,78.80170074295275,78.6878849376921,,,
