Date,Price
10/03/2022,"116,86"
11/03/2022,"121,03"
12/03/2022,"120,06"
13/03/2022,"119,44"
14/03/2022,"118,77"
15/03/2022,"118,6"
16/03/2022,"119,8"
17/03/2022,"121,86"
18/03/2022,"126,86"
19/03/2022,"127,68"
20/03/2022,"128,8"
21/03/2022,"130,01"
22/03/2022,"130,04"
23/03/2022,"130,03"
24/03/2022,"130,9"
25/03/2022,"135,9"
26/03/2022,"136,68"
27/03/2022,"137,75"
28/03/2022,"139,07"
29/03/2022,"136,81"
30/03/2022,"139,84"
31/03/2022,"135,69"
01/04/2022,"134,55"
02/04/2022,"135,77"
03/04/2022,"136,79"
04/04/2022,"137,94"
05/04/2022,"137,53"
06/04/2022,"135,69"
07/04/2022,"133,2"
08/04/2022,"132,41"
09/04/2022,"133,54"
10/04/2022,"134,51"
11/04/2022,"135,29"
12/04/2022,"138,51"
13/04/2022,"142,77"
14/04/2022,"141,98"
15/04/2022,"142,62"
16/04/2022,"143,19"
17/04/2022,"143,75"
18/04/2022,"144,74"
19/04/2022,"139,68"
20/04/2022,"140,39"
21/04/2022,"138,59"
22/04/2022,"139,46"
23/04/2022,"140,13"
24/04/2022,"140,8"
25/04/2022,"141,41"
26/04/2022,"142,53"
27/04/2022,"146,08"
28/04/2022,"153,08"
29/04/2022,"152,33"
30/04/2022,"153,9"
01/05/2022,"155,34"
02/05/2022,"157,16"
03/05/2022,"153,33"
04/05/2022,"158,02"
05/05/2022,"152,02"
06/05/2022,"146,87"
07/05/2022,"145,8"
08/05/2022,"144,43"
09/05/2022,"142,93"
10/05/2022,"142,94"
11/05/2022,"143,6"
12/05/2022,"145,53"
13/05/2022,"145,2"
14/05/2022,"147,01"
15/05/2022,"148,67"
16/05/2022,"150,65"
17/05/2022,"148,46"
18/05/2022,"144,47"
19/05/2022,"147,7"
20/05/2022,"142,27"
21/05/2022,"142,67"
22/05/2022,"142,67"
23/05/2022,"142,75"
24/05/2022,"141,54"
25/05/2022,"145,16"
26/05/2022,"140,61"
27/05/2022,"139,42"
28/05/2022,"139,34"
29/05/2022,"139,16"
30/05/2022,"138,97"
31/05/2022,"138,98"
01/06/2022,"136,06"
02/06/2022,"139,11"
03/06/2022,"138,18"
04/06/2022,"138,05"
05/06/2022,"137,89"
06/06/2022,"137,74"
07/06/2022,"136,95"
08/06/2022,"140,62"
09/06/2022,"146,51"
10/06/2022,"145,06"
11/06/2022,"145,26"
12/06/2022,"145,37"
13/06/2022,"145,66"
14/06/2022,"143,48"
15/06/2022,"143,18"
16/06/2022,"143,53"
17/06/2022,"143,45"
18/06/2022,"143,45"
19/06/2022,"143,45"
20/06/2022,"143,44"
21/06/2022,"143,51"
22/06/2022,"143,32"
23/06/2022,"136,32"
24/06/2022,"103,76"
25/06/2022,"104,26"
26/06/2022,"102,38"
27/06/2022,"100,35"
28/06/2022,"100,12"
29/06/2022,"104,28"
30/06/2022,"103,94"
01/07/2022,"103,68"
02/07/2022,"102,56"
03/07/2022,"101,51"
04/07/2022,"100,46"
05/07/2022,"99,68"
06/07/2022,"94,69"
07/07/2022,"98,12"
08/07/2022,"102,61"
09/07/2022,"102,2"
10/07/2022,"102,16"
11/07/2022,"102,44"
12/07/2022,"98,44"
13/07/2022,"95,41"
14/07/2022,"91,41"
15/07/2022,"96,41"
16/07/2022,"97,54"
17/07/2022,"98,92"
18/07/2022,"100,42"
19/07/2022,"100,2"
20/07/2022,"100,38"
21/07/2022,"99,6"
22/07/2022,"99,43"
23/07/2022,"98,85"
24/07/2022,"98,29"
25/07/2022,"97,52"
26/07/2022,"99,69"
27/07/2022,"99,83"
28/07/2022,"102,37"
29/07/2022,"103,13"
30/07/2022,"102,12"
31/07/2022,"101,26"
01/08/2022,"100,29"
02/08/2022,"100,87"
03/08/2022,"100,36"
04/08/2022,"100,12"
05/08/2022,"101,68"
06/08/2022,"101,65"
07/08/2022,"101,73"
08/08/2022,"101,58"
09/08/2022,"104,54"
10/08/2022,"106,75"
11/08/2022,"110,44"
12/08/2022,"114,44"
13/08/2022,116
14/08/2022,"117,74"
15/08/2022,"119,44"
16/08/2022,"122,25"
17/08/2022,"118,32"
18/08/2022,"117,12"
19/08/2022,"119,75"
20/08/2022,"118,95"
21/08/2022,"118,38"
22/08/2022,"117,89"
23/08/2022,"116,26"
24/08/2022,"117,57"
25/08/2022,"117,18"
26/08/2022,"122,12"
27/08/2022,"121,72"
28/08/2022,"121,7"
29/08/2022,"122,02"
30/08/2022,"117,47"
31/08/2022,"118,29"
01/09/2022,"113,29"
02/09/2022,"108,39"
03/09/2022,"108,62"
04/09/2022,"108,46"
05/09/2022,"108,31"
06/09/2022,"108,29"
07/09/2022,"106,1"
08/09/2022,"108,32"
09/09/2022,"109,52"
10/09/2022,"109,59"
11/09/2022,"109,75"
12/09/2022,"110,21"
13/09/2022,"106,32"
14/09/2022,"107,09"
15/09/2022,"105,24"
16/09/2022,"101,24"
17/09/2022,"100,09"
18/09/2022,"98,73"
19/09/2022,"97,54"
20/09/2022,"93,54"
21/09/2022,"97,25"
22/09/2022,"96,83"
23/09/2022,"94,49"
24/09/2022,"93,17"
25/09/2022,"91,79"
26/09/2022,"90,32"
27/09/2022,"90,04"
28/09/2022,"90,44"
29/09/2022,"87,11"
30/09/2022,"93,22"
01/10/2022,"92,65"
02/10/2022,"92,54"
03/10/2022,"92,14"
04/10/2022,"96,14"
05/10/2022,"91,23"
06/10/2022,"90,9"
07/10/2022,"92,23"
08/10/2022,"90,81"
09/10/2022,"89,58"
10/10/2022,"88,23"
11/10/2022,"88,86"
12/10/2022,"84,92"
13/10/2022,"84,79"
14/10/2022,"83,15"
15/10/2022,"83,18"
16/10/2022,"83,1"
17/10/2022,"83,09"
18/10/2022,"82,29"
19/10/2022,"78,29"
20/10/2022,"77,4"
21/10/2022,"79,13"
22/10/2022,"78,08"
23/10/2022,"77,23"
24/10/2022,"76,13"
25/10/2022,"78,47"
26/10/2022,"77,82"
27/10/2022,"75,11"
28/10/2022,"72,11"
29/10/2022,"72,32"
30/10/2022,"72,29"
31/10/2022,72
01/11/2022,75
02/11/2022,79
03/11/2022,83
04/11/2022,"86,93"
05/11/2022,"86,91"
06/11/2022,"87,19"
07/11/2022,"87,49"
08/11/2022,"87,68"
09/11/2022,"86,5"
10/11/2022,"86,38"
11/11/2022,"88,2"
12/11/2022,"87,2"
13/11/2022,"86,4"
14/11/2022,"85,28"
15/11/2022,"88,74"
16/11/2022,"88,44"
17/11/2022,"87,04"
18/11/2022,"85,16"
19/11/2022,"83,95"
20/11/2022,"82,69"
21/11/2022,"81,16"
22/11/2022,"83,22"
23/11/2022,"83,94"
24/11/2022,"82,6"
25/11/2022,"81,34"
26/11/2022,"81,06"
27/11/2022,"80,71"
28/11/2022,"80,2"
29/11/2022,"81,6"
30/11/2022,"86,05"
01/12/2022,"85,93"
02/12/2022,"84,28"
03/12/2022,"84,59"
04/12/2022,"84,77"
05/12/2022,"84,94"
06/12/2022,"85,39"
07/12/2022,"82,61"
08/12/2022,"80,85"
09/12/2022,"80,95"
10/12/2022,"80,48"
11/12/2022,"80,04"
12/12/2022,"79,39"
13/12/2022,"81,63"
14/12/2022,"81,37"
15/12/2022,"81,03"
16/12/2022,"81,92"
17/12/2022,"82,71"
18/12/2022,"83,51"
19/12/2022,"84,08"
20/12/2022,"87,84"
21/12/2022,"88,3"
22/12/2022,"84,3"
23/12/2022,"85,21"
24/12/2022,"84,9"
25/12/2022,"84,66"
26/12/2022,"84,42"
27/12/2022,"84,24"
28/12/2022,"83,26"
29/12/2022,"82,64"
30/12/2022,"83,37"
31/12/2022,"83,22"
01/01/2023,"83,13"
02/01/2023,"83,04"
03/01/2023,"83,14"
04/01/2023,"80,44"
05/01/2023,"82,58"
06/01/2023,"85,68"
07/01/2023,"85,66"
08/01/2023,"85,87"
09/01/2023,"86,22"
10/01/2023,"84,76"
11/01/2023,"84,26"
12/01/2023,"82,04"
13/01/2023,"82,29"
14/01/2023,"82,46"
15/01/2023,"82,62"
16/01/2023,"82,79"
17/01/2023,"82,82"
18/01/2023,"84,81"
19/01/2023,"83,39"
20/01/2023,"86,7"
21/01/2023,"86,75"
22/01/2023,"87,01"
23/01/2023,"87,39"
24/01/2023,"86,24"
25/01/2023,"86,66"
26/01/2023,"87,5"
27/01/2023,"86,89"
28/01/2023,"86,33"
29/01/2023,"85,78"
30/01/2023,"85,1"
31/01/2023,"86,22"
01/02/2023,"85,61"
02/02/2023,"86,39"
03/02/2023,"85,43"
04/02/2023,"84,8"
05/02/2023,"84,15"
06/02/2023,"83,27"
07/02/2023,"85,63"
08/02/2023,"85,37"
09/02/2023,"85,5"
10/02/2023,"85,27"
11/02/2023,"85,4"
12/02/2023,"85,5"
13/02/2023,"85,64"
14/02/2023,"85,4"
15/02/2023,"82,55"
16/02/2023,"81,25"
17/02/2023,"80,25"
18/02/2023,"80,51"
19/02/2023,"80,68"
20/02/2023,"80,84"
21/02/2023,"80,92"
22/02/2023,"82,25"
23/02/2023,"82,41"
24/02/2023,"85,13"
25/02/2023,"84,93"
26/02/2023,"84,93"
27/02/2023,85
28/02/2023,"84,19"
01/03/2023,"84,57"
02/03/2023,"82,85"
03/03/2023,"84,37"
04/03/2023,"84,42"
05/03/2023,"84,56"
06/03/2023,"84,86"
07/03/2023,"82,89"
08/03/2023,"82,74"
09/03/2023,"82,3"
10/03/2023,"78,18"
11/03/2023,"79,42"
12/03/2023,"80,26"
13/03/2023,"81,18"
14/03/2023,"81,37"
15/03/2023,"79,11"
16/03/2023,"79,16"
17/03/2023,"77,83"
18/03/2023,"77,71"
19/03/2023,"77,5"
20/03/2023,"77,22"
21/03/2023,"77,85"
22/03/2023,"78,28"
23/03/2023,"77,58"
24/03/2023,"76,54"
25/03/2023,"77,69"
26/03/2023,"78,68"
27/03/2023,"79,52"
28/03/2023,"82,52"
29/03/2023,"82,76"
30/03/2023,"83,5"
31/03/2023,"82,78"
01/04/2023,"82,64"
02/04/2023,"82,47"
03/04/2023,"82,38"
04/04/2023,"81,05"
05/04/2023,"81,07"
06/04/2023,"83,2"
07/04/2023,"82,89"
08/04/2023,"82,75"
09/04/2023,"82,62"
10/04/2023,"82,45"
11/04/2023,"82,75"
12/04/2023,"82,45"
13/04/2023,"83,35"
14/04/2023,"82,86"
15/04/2023,"83,06"
16/04/2023,"83,22"
17/04/2023,"83,3"
18/04/2023,"84,55"
19/04/2023,"83,24"
20/04/2023,"79,24"
21/04/2023,"78,41"
22/04/2023,"78,61"
23/04/2023,"78,71"
24/04/2023,"78,98"
25/04/2023,77
26/04/2023,"76,51"
27/04/2023,"78,63"
28/04/2023,"79,03"
29/04/2023,"79,15"
30/04/2023,"79,3"
01/05/2023,"79,54"
02/05/2023,"78,6"
03/05/2023,"76,99"
04/05/2023,"79,99"
05/05/2023,"82,13"
06/05/2023,"81,79"
07/05/2023,"81,65"
08/05/2023,"81,53"
09/05/2023,"80,99"
10/05/2023,"80,76"
11/05/2023,"79,62"
12/05/2023,"80,53"
13/05/2023,"81,15"
14/05/2023,"81,78"
15/05/2023,"82,37"
16/05/2023,"83,38"
17/05/2023,"86,94"
18/05/2023,"86,66"
19/05/2023,"86,72"
20/05/2023,"86,21"
21/05/2023,"85,74"
22/05/2023,"85,32"
23/05/2023,"84,35"
24/05/2023,"81,72"
25/05/2023,"80,12"
26/05/2023,"83,35"
27/05/2023,"83,34"
28/05/2023,"83,54"
29/05/2023,"83,75"
30/05/2023,"83,99"
31/05/2023,"83,48"
01/06/2023,"86,42"
02/06/2023,"86,05"
03/06/2023,"85,64"
04/06/2023,"85,25"
05/06/2023,"84,79"
06/06/2023,"85,34"
07/06/2023,"85,01"
08/06/2023,"84,31"
09/06/2023,"84,04"
10/06/2023,"83,85"
11/06/2023,"83,64"
12/06/2023,"83,49"
13/06/2023,"82,72"
14/06/2023,"81,79"
15/06/2023,"80,64"
16/06/2023,"81,46"
17/06/2023,"81,18"
18/06/2023,"80,98"
19/06/2023,"80,78"
20/06/2023,"80,66"
21/06/2023,"79,31"
22/06/2023,"79,29"
23/06/2023,"78,06"
24/06/2023,"77,8"
25/06/2023,"77,48"
26/06/2023,"77,07"
27/06/2023,"77,64"
28/06/2023,"80,12"
29/06/2023,"81,25"
30/06/2023,"82,84"
01/07/2023,"82,94"
02/07/2023,"83,16"
03/07/2023,"83,43"
04/07/2023,"82,94"
05/07/2023,"82,45"
06/07/2023,"82,88"
07/07/2023,"81,2"
08/07/2023,"80,93"
09/07/2023,"80,57"
10/07/2023,"79,95"
11/07/2023,"82,95"
12/07/2023,"82,51"
13/07/2023,"82,79"
14/07/2023,"82,66"
15/07/2023,"82,96"
16/07/2023,"83,23"
17/07/2023,"83,49"
18/07/2023,"83,78"
19/07/2023,"85,62"
20/07/2023,"85,93"
21/07/2023,"85,08"
22/07/2023,"85,37"
23/07/2023,"85,58"
24/07/2023,"85,58"
25/07/2023,"88,55"
26/07/2023,"89,98"
27/07/2023,"86,62"
28/07/2023,"85,06"
29/07/2023,"85,31"
30/07/2023,"85,42"
31/07/2023,"85,44"
01/08/2023,"86,87"
02/08/2023,"85,08"
03/08/2023,"85,28"
04/08/2023,"85,27"
05/08/2023,"85,65"
06/08/2023,"85,99"
07/08/2023,"86,38"
08/08/2023,"86,2"
09/08/2023,"86,11"
10/08/2023,"87,29"
11/08/2023,"89,29"
12/08/2023,"88,58"
13/08/2023,"88,08"
14/08/2023,"87,65"
15/08/2023,"86,2"
16/08/2023,"85,32"
17/08/2023,"84,36"
18/08/2023,"84,32"
19/08/2023,"84,39"
20/08/2023,"84,45"
21/08/2023,"84,46"
22/08/2023,"84,99"
23/08/2023,"86,21"
24/08/2023,"86,09"
25/08/2023,"87,51"
26/08/2023,"87,29"
27/08/2023,"87,19"
28/08/2023,"87,07"
29/08/2023,"87,09"
30/08/2023,"88,28"
31/08/2023,"88,1"
01/09/2023,"89,61"
02/09/2023,"89,06"
03/09/2023,"88,66"
04/09/2023,"88,27"
05/09/2023,88
06/09/2023,86
07/09/2023,"83,62"
08/09/2023,"84,41"
09/09/2023,"85,27"
10/09/2023,"86,1"
11/09/2023,"86,97"
12/09/2023,"87,49"
13/09/2023,"85,67"
14/09/2023,"86,47"
15/09/2023,"85,39"
16/09/2023,"85,51"
17/09/2023,"85,54"
18/09/2023,"85,54"
19/09/2023,"86,06"
20/09/2023,"85,37"
21/09/2023,"84,87"
22/09/2023,"84,04"
23/09/2023,"84,94"
24/09/2023,"85,72"
25/09/2023,"86,42"
26/09/2023,"88,18"
27/09/2023,"88,4"
28/09/2023,"88,73"
29/09/2023,"86,86"
30/09/2023,"87,15"
01/10/2023,"87,29"
02/10/2023,"87,46"
03/10/2023,"87,14"
04/10/2023,"86,72"
05/10/2023,"86,25"
06/10/2023,"86,85"
07/10/2023,"86,73"
08/10/2023,"86,65"
09/10/2023,"86,67"
10/10/2023,"85,45"
11/10/2023,"85,05"
12/10/2023,"84,92"
13/10/2023,"86,06"
14/10/2023,"85,64"
15/10/2023,"85,34"
16/10/2023,"85,15"
17/10/2023,"83,23"
18/10/2023,"84,24"
19/10/2023,"84,27"
20/10/2023,"82,4"
21/10/2023,"82,93"
22/10/2023,"83,29"
23/10/2023,"83,73"
24/10/2023,"82,93"
25/10/2023,"83,81"
26/10/2023,"84,59"
27/10/2023,"84,38"
28/10/2023,"83,84"
29/10/2023,"83,33"
30/10/2023,"82,91"
31/10/2023,"81,22"
01/11/2023,"79,44"
02/11/2023,"79,8"
03/11/2023,"79,62"
04/11/2023,"79,03"
05/11/2023,"78,48"
06/11/2023,78
07/11/2023,"76,48"
08/11/2023,"74,89"
09/11/2023,"76,52"
10/11/2023,"77,32"
11/11/2023,"77,36"
12/11/2023,"77,46"
13/11/2023,"77,48"
14/11/2023,"78,68"
15/11/2023,"78,41"
16/11/2023,"78,68"
17/11/2023,"78,92"
18/11/2023,"78,57"
19/11/2023,"78,27"
20/11/2023,"77,97"
21/11/2023,"77,34"
22/11/2023,"79,58"
23/11/2023,"79,88"
24/11/2023,"80,39"
25/11/2023,"79,75"
26/11/2023,"79,19"
27/11/2023,"78,59"
28/11/2023,"78,6"
29/11/2023,"78,59"
30/11/2023,"79,4"
01/12/2023,"78,42"
02/12/2023,"78,24"
03/12/2023,"78,01"
04/12/2023,"77,68"
05/12/2023,"78,68"
06/12/2023,"78,75"
07/12/2023,"82,59"
08/12/2023,"81,44"
09/12/2023,"81,65"
10/12/2023,"81,78"
11/12/2023,82
12/12/2023,"81,05"
13/12/2023,"81,18"
14/12/2023,"80,81"
15/12/2023,"79,93"
16/12/2023,"79,7"
17/12/2023,"79,42"
18/12/2023,"79,1"
19/12/2023,"79,46"
20/12/2023,"79,21"
21/12/2023,"79,13"
22/12/2023,"79,76"
23/12/2023,"79,81"
24/12/2023,"79,9"
25/12/2023,"79,99"
26/12/2023,"80,05"
27/12/2023,"80,53"
28/12/2023,"80,95"
29/12/2023,81
30/12/2023,"80,74"
31/12/2023,"80,5"
01/01/2024,"80,27"
02/01/2024,"79,94"
03/01/2024,"80,93"
04/01/2024,"80,12"
05/01/2024,"80,19"
06/01/2024,"80,28"
07/01/2024,"80,35"
08/01/2024,"80,42"
09/01/2024,"80,73"
10/01/2024,"80,18"
11/01/2024,"81,36"
12/01/2024,"81,31"
13/01/2024,"81,32"
14/01/2024,"81,34"
15/01/2024,"81,35"
16/01/2024,"81,33"
17/01/2024,"81,7"
18/01/2024,"82,51"
19/01/2024,"83,95"
20/01/2024,"84,17"
21/01/2024,"84,48"
22/01/2024,"84,83"
23/01/2024,"84,6"
24/01/2024,"85,4"
25/01/2024,"85,76"
26/01/2024,"84,37"
27/01/2024,"84,42"
28/01/2024,"84,36"
29/01/2024,"84,26"
30/01/2024,"84,78"
31/01/2024,"85,17"
01/02/2024,"86,49"
02/02/2024,"87,11"
03/02/2024,"87,06"
04/02/2024,"87,07"
05/02/2024,"87,04"
06/02/2024,"87,54"
07/02/2024,"88,47"
08/02/2024,"89,1"
09/02/2024,"91,78"
10/02/2024,"91,25"
11/02/2024,"90,94"
12/02/2024,"90,53"
13/02/2024,"91,52"
14/02/2024,"93,48"
15/02/2024,"94,63"
16/02/2024,"93,87"
17/02/2024,"93,24"
18/02/2024,"92,61"
19/02/2024,"91,99"
20/02/2024,"91,19"
21/02/2024,"92,6"
22/02/2024,"94,2"
23/02/2024,"94,93"
24/02/2024,"95,56"
25/02/2024,"96,21"
26/02/2024,"96,58"
27/02/2024,"100,75"
28/02/2024,"103,07"
29/02/2024,"101,56"
01/03/2024,"97,56"
02/03/2024,"98,06"
03/03/2024,"98,23"
04/03/2024,"98,44"
05/03/2024,"98,1"
06/03/2024,"99,14"
07/03/2024,"99,28"
08/03/2024,"95,28"
09/03/2024,"95,41"
10/03/2024,"95,25"
11/03/2024,"95,06"
12/03/2024,"95,23"
13/03/2024,"94,9"
14/03/2024,"93,48"
15/03/2024,"93,94"
16/03/2024,"94,1"
17/03/2024,"94,28"
18/03/2024,"94,57"
19/03/2024,"93,34"
20/03/2024,"92,18"
21/03/2024,"92,21"
22/03/2024,"91,53"
23/03/2024,"91,76"
24/03/2024,"91,93"
25/03/2024,"92,02"
26/03/2024,"93,41"
27/03/2024,"90,77"
28/03/2024,"91,38"
29/03/2024,"91,67"
30/03/2024,"91,97"
31/03/2024,"92,27"
01/04/2024,"92,76"
02/04/2024,"90,81"
03/04/2024,"88,98"
04/04/2024,"87,14"
05/04/2024,"86,25"
06/04/2024,"86,42"
07/04/2024,"86,51"
08/04/2024,"86,65"
09/04/2024,"86,04"
10/04/2024,"85,31"
11/04/2024,"83,37"
12/04/2024,"82,62"
13/04/2024,"82,72"
14/04/2024,"82,76"
15/04/2024,"82,93"
16/04/2024,"81,29"
17/04/2024,"79,56"
18/04/2024,"78,1"
19/04/2024,"78,69"
20/04/2024,"79,13"
21/04/2024,"79,57"
22/04/2024,"80,04"
23/04/2024,"80,22"
24/04/2024,"79,51"
25/04/2024,"79,58"
26/04/2024,"79,4"
27/04/2024,"79,56"
28/04/2024,"79,7"
29/04/2024,"80,02"
30/04/2024,"77,92"
01/05/2024,"75,81"
02/05/2024,"74,92"
03/05/2024,"77,36"
04/05/2024,"76,99"
05/05/2024,"76,81"
06/05/2024,"76,56"
07/05/2024,77
08/05/2024,"80,06"
09/05/2024,"78,6"
10/05/2024,"77,31"
11/05/2024,"77,41"
12/05/2024,"77,41"
13/05/2024,"77,63"
14/05/2024,"74,63"
15/05/2024,"75,41"
16/05/2024,"76,24"
17/05/2024,"75,89"
18/05/2024,"75,97"
19/05/2024,"76,02"
20/05/2024,"76,03"
21/05/2024,"76,38"
22/05/2024,"79,38"
23/05/2024,"81,72"
24/05/2024,"80,52"
25/05/2024,"81,04"
26/05/2024,"81,45"
27/05/2024,"81,86"
28/05/2024,"82,43"
29/05/2024,"81,1"
30/05/2024,"77,76"
31/05/2024,"76,15"
01/06/2024,"75,23"
02/06/2024,"74,25"
03/06/2024,"73,15"
04/06/2024,"73,48"
05/06/2024,"74,44"
06/06/2024,"75,44"
07/06/2024,"73,84"
08/06/2024,"73,24"
09/06/2024,"72,59"
10/06/2024,"71,81"
11/06/2024,"72,73"
12/06/2024,"71,74"
13/06/2024,"71,35"
14/06/2024,"70,97"
15/06/2024,"70,67"
16/06/2024,"70,36"
17/06/2024,"69,94"
18/06/2024,"71,03"
19/06/2024,"70,8"
20/06/2024,"70,85"
21/06/2024,"68,19"
22/06/2024,"69,42"
23/06/2024,"70,36"
24/06/2024,"71,29"
25/06/2024,"72,6"
26/06/2024,"72,7"
27/06/2024,"72,02"
28/06/2024,"69,81"
29/06/2024,"69,99"
30/06/2024,70
01/07/2024,"70,07"
02/07/2024,"69,33"
03/07/2024,"68,68"
04/07/2024,"68,02"
05/07/2024,"67,31"
06/07/2024,"67,35"
07/07/2024,"67,33"
08/07/2024,"67,32"
09/07/2024,"66,96"
10/07/2024,"69,33"
11/07/2024,"69,06"
12/07/2024,"68,92"
13/07/2024,"69,58"
14/07/2024,"70,18"
15/07/2024,"70,86"
16/07/2024,"70,37"
17/07/2024,"71,12"
18/07/2024,"71,37"
19/07/2024,"69,98"
20/07/2024,"70,04"
21/07/2024,"70,01"
22/07/2024,"70,13"
23/07/2024,"68,03"
24/07/2024,"67,01"
25/07/2024,"67,21"
26/07/2024,"66,07"
27/07/2024,"66,64"
28/07/2024,"67,08"
29/07/2024,"67,51"
30/07/2024,"68,15"
31/07/2024,"67,98"
01/08/2024,"66,88"
02/08/2024,"67,18"
03/08/2024,"66,95"
04/08/2024,"66,74"
05/08/2024,"66,55"
06/08/2024,"66,2"
07/08/2024,"66,47"
08/08/2024,"65,79"
09/08/2024,"67,09"
10/08/2024,"67,4"
11/08/2024,"67,78"
12/08/2024,"68,29"
13/08/2024,"67,1"
14/08/2024,"66,18"
15/08/2024,"66,34"
16/08/2024,"66,46"
17/08/2024,67
18/08/2024,"67,5"
19/08/2024,"67,98"
20/08/2024,"68,8"
21/08/2024,"69,71"
22/08/2024,"69,59"
23/08/2024,"71,29"
24/08/2024,"70,95"
25/08/2024,"70,75"
26/08/2024,"70,58"
27/08/2024,"70,02"
28/08/2024,"68,74"
29/08/2024,"70,13"
30/08/2024,"69,79"
31/08/2024,"70,04"
01/09/2024,"70,25"
02/09/2024,"70,46"
03/09/2024,"70,76"
04/09/2024,"69,89"
05/09/2024,"69,49"
06/09/2024,"67,12"
07/09/2024,"67,4"
08/09/2024,"67,49"
09/09/2024,"67,54"
10/09/2024,"68,08"
11/09/2024,"69,31"
12/09/2024,"70,05"
13/09/2024,"69,48"
14/09/2024,"70,26"
15/09/2024,"70,94"
16/09/2024,"71,75"
17/09/2024,"70,81"
18/09/2024,"69,68"
19/09/2024,"71,58"
20/09/2024,"72,21"
21/09/2024,"72,04"
22/09/2024,"71,93"
23/09/2024,"71,7"
24/09/2024,"73,1"
25/09/2024,"74,02"
26/09/2024,"73,86"
27/09/2024,"73,54"
28/09/2024,"73,55"
29/09/2024,"73,53"
30/09/2024,"73,56"
01/10/2024,73
02/10/2024,"73,16"
03/10/2024,"72,49"
04/10/2024,"73,03"
05/10/2024,"73,06"
06/10/2024,"73,13"
07/10/2024,"73,29"
08/10/2024,"72,03"
09/10/2024,"72,01"
10/10/2024,"72,66"
11/10/2024,"72,21"
12/10/2024,"71,82"
13/10/2024,"71,43"
14/10/2024,"71,03"
15/10/2024,"70,62"
16/10/2024,"71,26"
17/10/2024,"70,76"
18/10/2024,"70,99"
19/10/2024,"71,39"
20/10/2024,"71,78"
21/10/2024,"72,2"
22/10/2024,"72,08"
23/10/2024,"72,51"
24/10/2024,"71,53"
25/10/2024,"70,66"
26/10/2024,"70,61"
27/10/2024,"70,49"
28/10/2024,"70,36"
29/10/2024,"70,56"
30/10/2024,"69,92"
31/10/2024,"69,57"
01/11/2024,"70,17"
02/11/2024,"70,06"
03/11/2024,70
04/11/2024,"69,93"
05/11/2024,"69,95"
06/11/2024,"69,69"
07/11/2024,"71,05"
08/11/2024,"70,98"
09/11/2024,"70,51"
10/11/2024,"70,08"
11/11/2024,"69,69"
12/11/2024,"68,77"
13/11/2024,"68,9"
14/11/2024,"68,32"
15/11/2024,"66,8"
16/11/2024,"66,83"
17/11/2024,"66,74"
18/11/2024,"66,62"
19/11/2024,"66,89"
20/11/2024,"68,46"
21/11/2024,"69,19"
22/11/2024,"71,65"
23/11/2024,"72,06"
24/11/2024,"72,61"
25/11/2024,"73,2"
26/11/2024,"73,37"
27/11/2024,"73,57"
28/11/2024,"73,44"
29/11/2024,"73,35"
30/11/2024,"73,05"
01/12/2024,"72,76"
02/12/2024,"72,43"
03/12/2024,"72,69"
04/12/2024,"72,6"
05/12/2024,"72,39"
06/12/2024,"71,4"
07/12/2024,"70,94"
08/12/2024,"70,45"
09/12/2024,"69,95"
10/12/2024,"69,48"
11/12/2024,"70,15"
12/12/2024,"70,09"
13/12/2024,"69,27"
14/12/2024,"69,23"
15/12/2024,"69,13"
16/12/2024,"69,06"
17/12/2024,"68,69"
18/12/2024,"68,08"
19/12/2024,"67,91"
20/12/2024,"68,06"
21/12/2024,"68,5"
22/12/2024,"68,92"
23/12/2024,"69,42"
24/12/2024,"68,78"
25/12/2024,"68,79"
26/12/2024,"68,75"
27/12/2024,"68,89"
28/12/2024,"68,74"
29/12/2024,"68,61"
30/12/2024,"68,48"
31/12/2024,"68,4"
01/01/2025,"68,45"
02/01/2025,"68,57"
03/01/2025,"67,66"
04/01/2025,"68,05"
05/01/2025,"68,35"
06/01/2025,"68,68"
07/01/2025,"68,51"
08/01/2025,"68,23"
09/01/2025,"68,5"
10/01/2025,"67,01"
11/01/2025,"67,3"
12/01/2025,"67,46"
13/01/2025,"67,64"
14/01/2025,"67,5"
15/01/2025,"67,77"
16/01/2025,"66,73"
17/01/2025,"67,6"
18/01/2025,"67,56"
19/01/2025,"67,58"
20/01/2025,"67,6"
21/01/2025,"67,66"
22/01/2025,"67,14"
23/01/2025,"67,47"
24/01/2025,"67,61"
25/01/2025,"67,48"
26/01/2025,"67,37"
27/01/2025,"67,27"
28/01/2025,"66,98"
29/01/2025,"66,66"
30/01/2025,"66,27"
31/01/2025,"65,88"
01/02/2025,"65,98"
02/02/2025,"66,04"
03/02/2025,"66,04"
04/02/2025,"66,94"
05/02/2025,"66,04"
06/02/2025,"66,03"
07/02/2025,"65,63"
08/02/2025,"66,38"
09/02/2025,"67,05"
10/02/2025,"67,71"
11/02/2025,"68,45"
12/02/2025,"68,57"
13/02/2025,"67,98"
14/02/2025,"68,31"
15/02/2025,"68,4"
16/02/2025,"68,51"
17/02/2025,"68,62"
18/02/2025,"68,82"
19/02/2025,"67,68"
20/02/2025,"67,47"
21/02/2025,"67,34"
22/02/2025,"67,53"
